schlcode,school_enrollment,grade,classize,avgmath,avgverb,disadvantaged,female,religious
51041,129,5,32,70,78,7,0,0
51041,129,5,32,62,76,7,0,0
51041,129,5,34,63,72,7,0,0
51042,118,5,32,82,86,15,1,0
51042,118,5,33,74,83,15,1,0
51042,118,5,30,80,81,15,1,0
51042,118,5,28,67,76,15,1,0
51043,96,5,32,84,89,6,1,0
51043,96,5,32,79,85,6,1,0
51043,96,5,32,86,82,6,1,0
51044,61,5,28,63,66,18,1,0
51044,61,5,33,67,68,18,1,0
51045,51,5,24,59,70,10,0,1
51045,51,5,27,68,80,10,0,1
51046,40,5,20,58,67,30,1,1
51046,40,5,20,61,65,30,1,1
51048,130,5,31,67,71,6,0,0
51048,130,5,34,70,78,6,0,0
51048,130,5,30,55,71,6,0,0
51048,130,5,35,67,75,6,0,0
51049,34,5,34,70,68,20,0,0
51050,96,5,34,55,66,12,0,0
51050,96,5,31,63,72,12,0,0
51050,96,5,31,92,92,12,0,0
51051,50,5,25,78,77,8,0,0
51051,50,5,25,62,65,8,0,0
51052,81,5,40,68,71,7,1,0
51052,81,5,41,64,70,7,1,0
51053,35,5,14,45,52,28,1,0
51053,35,5,21,48,61,28,1,0
51054,72,5,36,67,69,6,1,0
51054,72,5,36,63,68,6,1,0
51055,47,5,24,69,72,8,1,0
51055,47,5,23,71,77,8,1,0
51056,115,5,37,71,77,7,0,0
51056,115,5,40,68,79,7,0,0
51056,115,5,38,74,75,7,0,0
51057,65,5,30,48,56,20,0,0
51057,65,5,35,63,66,20,0,0
51058,67,5,33,58,60,12,1,0
51058,67,5,34,51,65,12,1,0
51059,39,5,38,59,69,7,0,0
51062,72,5,38,56,72,19,1,1
51062,72,5,36,59,72,19,1,1
51063,87,5,31,73,77,4,0,0
51063,87,5,28,71,80,4,0,0
51063,87,5,28,75,80,4,0,0
51068,86,5,38,62,72,8,1,0
51068,86,5,37,71,69,8,1,0
51069,53,5,28,68,81,4,1,0
51069,53,5,26,69,82,4,1,0
51070,53,5,26,68,77,3,0,0
51070,53,5,27,74,84,3,0,0
51071,39,5,39,63,74,7,1,0
51072,38,5,38,66,75,10,1,0
51073,35,5,25,64,74,13,1,0
51074,35,5,35,67,78,3,1,0
51075,73,5,37,68,74,3,0,0
51075,73,5,36,70,74,3,0,0
51076,69,5,32,68,75,4,0,0
51076,69,5,37,68,79,4,0,0
51077,103,5,35,62,77,6,0,0
51077,103,5,35,73,81,6,0,0
51077,103,5,33,66,71,6,0,0
51078,47,5,25,68,80,7,1,0
51078,47,5,22,70,80,7,1,0
51079,53,5,28,57,71,21,0,0
51079,53,5,25,55,65,21,0,0
51080,76,5,39,67,76,1,0,0
51080,76,5,38,67,74,1,0,0
51081,49,5,24,68,77,6,0,0
51081,49,5,29,75,77,6,0,0
51082,27,5,27,72,77,4,1,0
51083,74,5,37,73,84,3,0,0
51083,74,5,37,81,83,3,0,0
51084,85,5,37,65,77,8,0,0
51084,85,5,37,67,80,8,0,0
51085,39,5,39,60,76,3,0,0
51086,44,5,23,76,82,2,1,0
51086,44,5,21,68,76,2,1,0
51087,28,5,28,65,77,14,1,1
51088,57,5,26,71,80,10,1,1
51088,57,5,31,71,80,10,1,1
51090,10,5,10,70,81,11,1,1
51091,31,5,31,65,68,19,0,1
51092,131,5,36,78,83,1,1,0
51092,131,5,31,80,81,1,1,0
51092,131,5,31,78,83,1,1,0
51092,131,5,33,78,82,1,1,0
51093,79,5,39,71,81,2,1,0
51093,79,5,40,75,85,2,1,0
51098,69,5,34,83,85,2,0,0
51098,69,5,35,75,86,2,0,0
51100,48,5,36,69,79,4,1,0
51103,103,5,37,82,84,3,0,0
51103,103,5,33,79,85,3,0,0
51103,103,5,33,86,88,3,0,0
51104,51,5,29,78,84,4,0,0
51104,51,5,22,71,78,4,0,0
51107,78,5,39,77,83,3,0,0
51107,78,5,39,81,81,3,0,0
51111,55,5,18,60,68,18,1,0
51111,55,5,25,71,74,18,1,0
51112,54,5,25,72,82,9,1,0
51112,54,5,22,68,78,9,1,0
51116,85,5,25,77,81,19,0,0
51116,85,5,26,66,71,19,0,0
51116,85,5,24,74,79,19,0,0
51117,48,5,26,71,79,12,1,0
51117,48,5,22,65,73,12,1,0
51118,62,5,32,75,82,23,1,0
51118,62,5,29,83,78,23,1,0
51119,47,5,21,59,68,19,0,0
51119,47,5,26,54,67,19,0,0
51120,51,5,26,59,73,20,0,0
51120,51,5,25,46,57,20,0,0
51121,58,5,26,68,87,3,1,0
51121,58,5,32,78,87,3,1,0
51122,61,5,31,77,81,4,0,0
51122,61,5,30,94,92,4,0,0
51124,99,5,28,82,86,6,1,0
51124,99,5,26,79,80,6,1,0
51124,99,5,31,76,80,6,1,0
51126,20,5,20,85,79,8,0,0
51127,44,5,22,62,59,15,0,0
51127,44,5,22,71,75,15,0,0
51130,49,5,21,66,73,14,0,0
51130,49,5,19,68,75,14,0,0
51132,27,5,27,77,86,9,0,0
51133,59,5,28,78,76,15,1,0
51133,59,5,31,80,80,15,1,0
51135,76,5,27,69,84,4,0,0
51135,76,5,33,81,89,4,0,0
51138,32,5,32,89,85,5,0,0
51145,77,5,34,63,69,7,1,0
51145,77,5,32,70,74,7,1,0
51147,90,5,27,68,75,40,0,0
51147,90,5,23,61,65,40,0,0
51147,90,5,26,66,64,40,0,0
51157,53,5,27,86,90,0,1,0
51157,53,5,26,85,87,0,1,0
51163,75,5,40,79,83,4,0,0
51163,75,5,35,83,89,4,0,0
51164,89,5,32,67,76,13,1,0
51164,89,5,29,72,75,13,1,0
51164,89,5,28,71,78,13,1,0
51165,52,5,27,83,82,20,1,0
51165,52,5,25,65,77,20,1,0
51166,50,5,28,78,79,3,1,0
51166,50,5,22,69,78,3,1,0
51167,59,5,30,79,83,10,0,0
51167,59,5,29,75,68,10,0,0
51172,69,5,28,67,83,6,1,0
51172,69,5,29,74,77,6,1,0
51178,40,5,29,67,75,20,0,1
51179,39,5,19,66,74,5,1,1
51179,39,5,20,60,70,5,1,1
51181,8,5,8,46,58,31,0,1
51186,62,5,29,66,77,12,1,1
51186,62,5,24,78,80,12,1,1
51188,65,5,32,82,86,6,1,1
51188,65,5,33,78,84,6,1,1
51189,17,5,17,64,72,17,0,1
51190,28,5,28,66,86,2,1,1
51193,23,5,23,52,68,27,0,1
51194,76,5,24,63,77,11,0,1
51194,76,5,25,56,70,11,0,1
51194,76,5,27,53,67,11,0,1
51199,29,5,29,82,88,2,0,1
51203,69,5,35,58,70,35,1,1
51203,69,5,34,55,70,35,1,1
51208,12,5,12,47,59,28,1,1
51244,50,5,27,71,82,1,0,0
51244,50,5,23,69,84,1,0,0
51246,79,5,35,79,82,4,0,0
51246,79,5,35,84,79,4,0,0
51247,59,5,21,75,79,5,0,1
51247,59,5,38,85,85,5,0,1
51255,118,5,40,62,75,9,1,0
51255,118,5,40,61,71,9,1,0
51256,79,5,40,61,69,10,0,0
51256,79,5,39,60,73,10,0,0
51257,106,5,30,64,74,20,0,1
51257,106,5,39,63,74,20,0,1
51257,106,5,37,54,65,20,0,1
51259,90,5,29,69,79,4,0,0
51259,90,5,30,80,75,4,0,0
51259,90,5,31,70,77,4,0,0
51263,33,5,33,72,79,2,0,1
51266,122,5,41,79,82,1,0,0
51266,122,5,41,80,86,1,0,0
51266,122,5,40,72,80,1,0,0
51267,52,5,28,49,57,17,1,0
51267,52,5,24,47,62,17,1,0
51269,66,5,33,64,75,14,1,0
51269,66,5,33,70,77,14,1,0
51273,43,5,22,68,79,8,0,0
51273,43,5,21,68,77,8,0,0
51275,83,5,32,82,82,8,1,0
51275,83,5,38,89,90,8,1,0
51276,82,5,28,76,83,14,0,1
51276,82,5,30,57,68,14,0,1
51276,82,5,24,48,60,14,0,1
51277,81,5,26,62,69,13,0,0
51277,81,5,26,55,66,13,0,0
51277,81,5,29,57,66,13,0,0
51278,79,5,29,75,79,0,1,0
51278,79,5,25,76,78,0,1,0
51278,79,5,25,68,79,0,1,0
51279,87,5,28,70,75,7,0,0
51279,87,5,28,79,81,7,0,0
51279,87,5,32,84,80,7,0,0
51281,49,5,26,62,76,13,1,0
51281,49,5,23,63,71,13,1,0
51282,70,5,37,64,67,12,1,0
51282,70,5,34,62,73,12,1,0
51283,87,5,30,72,78,15,0,0
51283,87,5,29,65,73,15,0,0
51283,87,5,28,63,71,15,0,0
51287,99,5,33,71,76,7,0,0
51287,99,5,33,57,67,7,0,0
51287,99,5,33,61,67,7,0,0
51288,41,5,20,56,70,21,0,1
51288,41,5,21,50,71,21,0,1
51289,40,5,40,62,68,14,1,0
51290,99,5,33,80,87,1,0,0
51290,99,5,33,84,87,1,0,0
51290,99,5,33,81,79,1,0,0
51291,77,5,31,64,73,31,1,0
51291,77,5,31,50,63,31,1,0
51295,47,5,26,69,79,3,1,0
51295,47,5,21,73,80,3,1,0
51296,85,5,29,67,80,18,1,1
51296,85,5,26,73,81,18,1,1
51296,85,5,30,78,85,18,1,1
51297,56,5,31,60,70,9,0,0
51297,56,5,25,67,78,9,0,0
51298,98,5,33,57,73,8,1,0
51298,98,5,30,69,77,8,1,0
51298,98,5,35,52,69,8,1,0
51299,59,5,30,71,78,3,1,0
51299,59,5,29,73,80,3,1,0
51300,71,5,35,58,72,5,0,0
51300,71,5,36,62,68,5,0,0
51302,76,5,38,63,73,10,0,0
51302,76,5,38,73,77,10,0,0
51303,95,5,33,67,75,13,0,0
51303,95,5,29,57,72,13,0,0
51303,95,5,34,79,85,13,0,0
51304,92,5,28,65,71,15,1,0
51304,92,5,12,69,81,15,1,0
51304,92,5,29,70,72,15,1,0
51305,45,5,23,76,85,1,1,0
51305,45,5,22,77,81,1,1,0
51307,80,5,26,85,85,0,0,0
51307,80,5,29,83,88,0,0,0
51307,80,5,25,87,86,0,0,0
51308,34,5,27,56,70,14,0,0
51309,94,5,32,65,76,5,0,0
51309,94,5,32,79,81,5,0,0
51309,94,5,30,72,77,5,0,0
51310,79,5,28,53,69,14,1,0
51310,79,5,24,39,61,14,1,0
51310,79,5,27,45,57,14,1,0
51311,108,5,36,60,74,5,0,0
51311,108,5,36,56,74,5,0,0
51311,108,5,36,78,81,5,0,0
51312,54,5,27,65,69,23,1,0
51312,54,5,27,65,75,23,1,0
51313,84,5,29,65,78,9,1,0
51313,84,5,30,68,77,9,1,0
51313,84,5,25,62,74,9,1,0
51314,119,5,41,68,75,11,0,0
51314,119,5,40,66,75,11,0,0
51314,119,5,38,66,75,11,0,0
51315,80,5,40,60,71,9,1,0
51315,80,5,40,58,75,9,1,0
51316,46,5,22,78,82,2,1,0
51316,46,5,24,77,84,2,1,0
51317,74,5,37,71,75,8,1,0
51317,74,5,37,71,77,8,1,0
51318,92,5,30,82,86,4,0,0
51318,92,5,29,77,75,4,0,0
51318,92,5,33,74,82,4,0,0
51319,70,5,28,67,70,8,0,0
51319,70,5,31,70,74,8,0,0
51320,118,5,39,64,76,5,1,0
51320,118,5,39,67,76,5,1,0
51320,118,5,40,59,66,5,1,0
51322,45,5,22,71,80,1,1,0
51322,45,5,23,86,90,1,1,0
51323,41,5,41,86,89,2,1,0
51324,93,5,32,60,70,10,1,0
51324,93,5,31,59,73,10,1,0
51324,93,5,30,70,75,10,1,0
51330,114,5,38,57,64,8,1,0
51330,114,5,38,66,72,8,1,0
51330,114,5,38,74,74,8,1,0
51331,85,5,37,79,84,6,1,0
51331,85,5,39,79,84,6,1,0
51332,107,5,35,76,79,4,0,0
51332,107,5,36,73,77,4,0,0
51332,107,5,36,69,77,4,0,0
51333,119,5,36,71,75,6,0,0
51333,119,5,34,76,80,6,0,0
51333,119,5,38,76,78,6,0,0
51334,119,5,39,75,87,0,1,0
51334,119,5,38,73,87,0,1,0
51334,119,5,42,78,85,0,1,0
51335,72,5,36,72,80,3,1,0
51335,72,5,36,70,77,3,1,0
51338,80,5,39,52,63,12,0,1
51338,80,5,41,54,65,12,0,1
51339,71,5,39,82,83,18,0,0
51339,71,5,34,69,77,18,0,0
51340,67,5,23,77,78,8,0,0
51340,67,5,24,66,71,8,0,0
51340,67,5,20,69,73,8,0,0
51341,85,5,29,69,73,10,0,0
51341,85,5,28,64,75,10,0,0
51341,85,5,28,79,82,10,0,0
51346,99,5,33,57,64,13,0,0
51346,99,5,33,56,58,13,0,0
51346,99,5,33,57,64,13,0,0
51347,154,5,38,65,67,4,0,0
51347,154,5,39,60,75,4,0,0
51347,154,5,40,64,70,4,0,0
51347,154,5,37,69,72,4,0,0
51352,118,5,39,82,83,3,0,0
51352,118,5,39,83,84,3,0,0
51352,118,5,40,80,82,3,0,0
51353,70,5,34,57,74,9,0,0
51353,70,5,36,65,70,9,0,0
51354,104,5,34,66,74,6,0,0
51354,104,5,35,60,71,6,0,0
51354,104,5,35,57,74,6,0,0
51356,27,5,27,56,70,23,1,1
51360,99,5,30,72,80,3,1,0
51360,99,5,35,73,77,3,1,0
51360,99,5,33,74,80,3,1,0
51361,74,5,37,66,77,5,1,0
51361,74,5,37,72,81,5,1,0
51364,63,5,31,73,76,9,0,0
51364,63,5,32,74,78,9,0,0
51365,68,5,34,70,86,0,1,0
51365,68,5,34,76,88,0,1,0
51367,12,5,12,64,74,24,0,1
51368,66,5,32,78,88,1,0,0
51368,66,5,34,80,89,1,0,0
51369,76,5,23,57,70,10,1,0
51369,76,5,27,63,68,10,1,0
51369,76,5,26,53,70,10,1,0
51371,142,5,37,77,76,4,1,0
51371,142,5,37,69,78,4,1,0
51371,142,5,38,74,77,4,1,0
51371,142,5,30,72,73,4,1,0
51372,106,5,34,57,71,9,1,0
51372,106,5,37,70,77,9,1,0
51372,106,5,35,66,75,9,1,0
51375,28,5,28,55,58,16,1,0
51412,37,5,37,67,72,3,0,0
61001,55,5,28,62,64,45,1,1
61001,55,5,27,57,73,45,1,1
61003,69,5,29,66,79,10,0,0
61003,69,5,26,62,73,10,0,0
61004,18,5,18,71,74,14,1,1
61005,49,5,38,67,76,26,0,0
61006,24,5,24,67,64,33,1,0
61007,44,5,36,69,72,32,0,0
61008,33,5,24,58,74,50,1,1
61009,88,5,41,63,76,15,0,0
61009,88,5,40,61,76,15,0,0
61012,61,5,29,72,81,7,1,0
61012,61,5,32,69,77,7,1,0
61013,36,5,18,64,64,32,0,0
61013,36,5,18,68,68,32,0,0
61016,61,5,30,70,69,28,1,0
61016,61,5,31,67,68,28,1,0
61018,66,5,34,77,80,14,1,1
61018,66,5,32,66,79,14,1,1
61019,30,5,30,75,78,44,0,1
61020,72,5,31,56,67,48,1,1
61020,72,5,30,67,69,48,1,1
61021,110,5,30,62,77,4,0,0
61021,110,5,34,63,71,4,0,0
61021,110,5,31,64,80,4,0,0
61022,13,5,12,68,73,1,0,0
61023,89,5,32,58,74,23,1,0
61023,89,5,29,60,74,23,1,0
61023,89,5,32,55,72,23,1,0
61024,89,5,35,59,79,20,1,0
61024,89,5,28,62,76,20,1,0
61024,89,5,27,59,68,20,1,0
61025,62,5,33,66,66,23,0,0
61025,62,5,32,60,70,23,0,0
61026,55,5,28,63,64,31,0,0
61026,55,5,28,53,60,31,0,0
61027,69,5,35,57,62,31,1,0
61027,69,5,36,54,62,31,1,0
61030,57,5,28,71,72,15,0,0
61030,57,5,29,68,74,15,0,0
61031,38,5,38,67,67,28,0,0
61032,109,5,28,59,66,17,0,0
61032,109,5,30,64,69,17,0,0
61032,109,5,28,56,60,17,0,0
61033,93,5,33,60,66,10,0,0
61033,93,5,32,65,65,10,0,0
61033,93,5,33,54,59,10,0,0
61035,23,5,22,52,71,38,0,1
61037,73,5,31,62,73,20,1,1
61037,73,5,42,66,81,20,1,1
61038,47,5,25,65,69,40,1,1
61038,47,5,22,56,66,40,1,1
61040,21,5,21,47,58,53,0,1
61042,31,5,23,56,66,45,0,1
61047,20,5,20,71,77,36,1,1
61049,98,5,33,70,78,2,1,0
61049,98,5,30,65,79,2,1,0
61049,98,5,31,65,78,2,1,0
61055,62,5,29,69,79,9,1,1
61055,62,5,33,71,83,9,1,1
61058,57,5,29,79,74,32,0,0
61058,57,5,28,62,69,32,0,0
61063,21,5,21,60,70,0,0,0
61064,14,5,16,77,83,1,1,0
61065,24,5,24,75,87,1,0,0
61070,101,5,31,49,58,35,0,0
61070,101,5,31,41,60,35,0,0
61070,101,5,31,46,62,35,0,0
61073,68,5,29,78,82,30,0,0
61073,68,5,29,81,77,30,0,0
61074,92,5,24,73,75,5,1,0
61074,92,5,28,74,79,5,1,0
61074,92,5,28,73,77,5,1,0
61077,24,5,23,67,71,34,0,1
61079,52,5,28,76,79,12,0,0
61079,52,5,28,67,73,12,0,0
61080,25,5,26,64,81,2,0,0
61081,15,5,15,76,80,2,1,0
61084,27,5,27,64,80,3,1,0
61085,55,5,24,73,81,25,0,0
61085,55,5,31,73,81,25,0,0
61089,66,5,32,66,77,4,1,0
61089,66,5,34,65,74,4,1,0
61093,59,5,24,41,68,50,1,1
61093,59,5,26,50,64,50,1,1
61095,26,5,26,66,79,5,0,1
61101,62,5,32,71,77,24,1,0
61101,62,5,32,64,71,24,1,0
61102,66,5,31,76,81,17,1,0
61102,66,5,31,74,84,17,1,0
61103,69,5,35,65,71,54,0,1
61103,69,5,34,63,74,54,0,1
61104,34,5,20,67,76,35,0,1
61104,34,5,14,51,65,35,0,1
61105,80,5,36,62,65,24,0,0
61105,80,5,35,62,72,24,0,0
61106,62,5,25,47,62,46,0,1
61106,62,5,35,63,71,46,0,1
61108,13,5,14,63,80,0,1,0
61116,42,5,44,66,58,38,1,0
61117,41,5,23,73,78,52,0,1
61117,41,5,18,46,58,52,0,1
61121,28,5,22,55,68,32,1,1
61124,20,5,20,52,64,58,1,1
61136,36,5,39,76,85,27,1,0
61137,51,5,24,60,71,35,0,1
61137,51,5,26,48,69,35,0,1
61138,72,5,30,59,56,31,0,0
61138,72,5,12,58,65,31,0,0
61139,28,5,28,58,68,49,1,1
61140,36,5,34,51,65,25,1,0
61141,47,5,23,51,67,52,1,1
61141,47,5,27,63,73,52,1,1
61142,27,5,9,50,46,51,0,1
61143,110,5,33,73,75,21,0,0
61143,110,5,33,65,70,21,0,0
61143,110,5,12,72,78,21,0,0
61145,65,5,33,64,78,6,0,0
61145,65,5,32,60,80,6,0,0
61149,62,5,32,66,64,37,1,0
61149,62,5,31,52,57,37,1,0
61150,38,5,39,50,65,46,0,0
61151,42,5,20,63,70,42,0,1
61151,42,5,22,73,76,42,0,1
61152,30,5,30,70,78,32,1,0
61156,15,5,15,53,59,67,0,1
61157,60,5,32,68,75,10,1,0
61157,60,5,34,74,71,10,1,0
61163,53,5,21,71,71,51,0,1
61163,53,5,22,62,64,51,0,1
61165,56,5,28,54,69,60,0,1
61165,56,5,29,44,38,60,0,1
61169,50,5,24,61,74,25,1,0
61169,50,5,24,69,78,25,1,0
61171,19,5,19,77,85,2,0,0
61172,38,5,38,60,71,43,1,0
61173,9,5,11,56,67,36,0,1
61174,55,5,28,62,71,13,0,0
61174,55,5,29,66,71,13,0,0
61178,57,5,21,62,69,52,0,1
61178,57,5,25,51,66,52,0,1
61179,88,5,29,63,66,21,0,0
61179,88,5,31,76,74,21,0,0
61179,88,5,28,72,79,21,0,0
61183,85,5,28,73,81,11,1,0
61183,85,5,30,73,81,11,1,0
61183,85,5,29,70,74,11,1,0
61186,60,5,30,72,82,4,1,0
61186,60,5,30,79,80,4,1,0
61188,56,5,25,55,74,20,1,0
61188,56,5,25,64,71,20,1,0
61190,36,5,43,60,58,44,1,1
61193,68,5,36,55,60,17,0,0
61193,68,5,35,60,62,17,0,0
61196,49,5,27,62,67,23,0,0
61196,49,5,28,52,65,23,0,0
61197,56,5,21,49,63,42,1,1
61197,56,5,24,45,57,42,1,1
61198,16,5,16,74,82,0,1,0
61199,43,5,22,70,68,46,0,0
61199,43,5,21,53,66,46,0,0
61202,82,5,36,74,78,19,1,0
61202,82,5,32,75,79,19,1,0
61203,31,5,19,41,64,52,0,1
61204,71,5,28,67,70,17,1,0
61204,71,5,29,75,77,17,1,0
61205,55,5,27,44,52,35,0,1
61205,55,5,28,46,61,35,0,1
61209,30,5,30,63,76,3,1,0
61211,22,5,21,62,70,53,0,1
61213,48,5,23,67,81,0,1,0
61213,48,5,23,62,81,0,1,0
61218,30,5,29,52,54,43,1,0
61219,74,5,31,63,75,5,0,0
61219,74,5,32,51,70,5,0,0
61220,21,5,21,72,65,48,1,1
61221,102,5,29,57,68,26,0,0
61221,102,5,28,57,66,26,0,0
61221,102,5,31,59,70,26,0,0
61223,42,5,21,56,69,24,1,1
61223,42,5,22,59,68,24,1,1
61224,56,5,29,65,75,1,1,0
61224,56,5,27,60,73,1,1,0
61227,53,5,29,63,58,33,0,0
61227,53,5,28,55,64,33,0,0
61228,57,5,29,70,66,17,1,0
61228,57,5,29,67,75,17,1,0
61231,37,5,37,66,79,23,0,1
61232,48,5,23,70,79,12,0,0
61232,48,5,25,67,78,12,0,0
61233,109,5,36,65,73,8,1,0
61233,109,5,36,63,72,8,1,0
61233,109,5,38,67,77,8,1,0
61235,25,5,21,53,75,19,1,1
61237,95,5,32,57,71,8,0,0
61237,95,5,32,57,73,8,0,0
61237,95,5,32,54,66,8,0,0
61238,48,5,23,55,68,26,1,1
61238,48,5,25,61,70,26,1,1
61239,71,5,34,56,62,26,1,0
61239,71,5,36,58,69,26,1,0
61240,54,5,20,56,71,44,0,1
61240,54,5,21,50,61,44,0,1
61243,23,5,22,56,61,66,1,1
61244,100,5,32,71,77,22,0,1
61244,100,5,8,60,69,22,0,1
61244,100,5,30,69,76,22,0,1
61246,25,5,26,43,51,59,1,1
61248,62,5,31,58,65,19,1,0
61248,62,5,34,58,57,19,1,0
61251,59,5,30,58,70,27,0,0
61251,59,5,29,60,66,27,0,0
61252,96,5,26,70,77,42,1,1
61252,96,5,29,65,68,42,1,1
61252,96,5,29,69,74,42,1,1
61253,74,5,37,61,68,16,0,0
61253,74,5,37,71,74,16,0,0
61254,54,5,32,58,74,10,0,0
61254,54,5,32,60,75,10,0,0
61255,69,5,35,68,74,23,1,0
61255,69,5,35,66,82,23,1,0
61256,67,5,35,78,77,5,1,0
61256,67,5,32,73,78,5,1,0
61261,63,5,30,47,61,23,1,0
61261,63,5,33,54,61,23,1,0
61262,61,5,30,54,71,13,0,0
61262,61,5,30,59,70,13,0,0
61265,43,5,22,71,80,36,1,1
61265,43,5,21,71,74,36,1,1
61269,89,5,28,68,71,10,1,0
61269,89,5,30,61,72,10,1,0
61269,89,5,29,64,74,10,1,0
61270,9,5,9,71,83,0,1,0
61271,21,5,15,58,66,34,0,1
61274,45,5,27,60,70,16,0,0
61277,62,5,32,55,68,24,1,0
61277,62,5,32,56,61,24,1,0
61278,77,5,31,67,76,15,0,0
61278,77,5,33,67,74,15,0,0
61284,68,5,35,70,72,25,0,0
61284,68,5,34,75,75,25,0,0
61290,48,5,25,60,67,29,1,0
61290,48,5,23,52,65,29,1,0
61291,194,5,40,58,67,8,0,0
61291,194,5,40,61,76,8,0,0
61291,194,5,39,65,78,8,0,0
61291,194,5,39,62,78,8,0,0
61291,194,5,37,65,71,8,0,0
61292,43,5,22,48,62,49,0,1
61292,43,5,21,64,72,49,0,1
61293,71,5,31,62,74,7,1,1
61293,71,5,35,57,77,7,1,1
61294,47,5,23,65,78,36,0,1
61294,47,5,24,60,82,36,0,1
61297,78,5,34,66,67,23,1,0
61297,78,5,34,59,70,23,1,0
61298,73,5,31,77,75,7,0,0
61298,73,5,28,69,67,7,0,0
61299,28,5,20,38,57,19,0,1
61300,65,5,33,54,64,12,1,0
61300,65,5,30,46,56,12,1,0
61305,30,5,29,58,61,44,1,1
61308,42,5,28,58,71,40,1,1
61311,68,5,33,58,64,25,1,0
61311,68,5,35,68,64,25,1,0
61312,34,5,34,52,59,41,0,1
61314,22,5,22,63,74,36,0,1
61316,72,5,35,74,77,9,0,0
61316,72,5,28,81,83,9,0,0
61317,52,5,28,76,80,5,0,1
61317,52,5,26,62,72,5,0,1
61318,28,5,28,64,67,54,0,1
61320,79,5,39,62,75,11,1,0
61320,79,5,40,72,75,11,1,0
61321,64,5,34,44,56,35,1,0
61321,64,5,31,45,62,35,1,0
61325,49,5,24,71,74,17,1,0
61325,49,5,25,75,72,17,1,0
61326,46,5,23,72,80,18,1,0
61326,46,5,23,72,79,18,1,0
61327,71,5,36,69,81,5,0,0
61327,71,5,35,73,80,5,0,0
61329,100,5,34,74,69,16,0,0
61329,100,5,33,72,71,16,0,0
61329,100,5,33,67,76,16,0,0
61331,53,5,27,67,76,8,1,0
61331,53,5,28,68,74,8,1,0
61332,35,5,37,45,65,7,1,0
61334,15,5,16,70,85,3,0,1
61335,54,5,26,64,73,30,0,0
61335,54,5,28,54,66,30,0,0
61338,61,5,31,52,61,12,1,0
61338,61,5,30,56,72,12,1,0
61339,60,5,24,59,72,36,0,1
61339,60,5,27,54,70,36,0,1
61340,142,5,32,62,74,15,0,0
61340,142,5,34,68,76,15,0,0
61340,142,5,35,68,81,15,0,0
61340,142,5,30,68,76,15,0,0
61341,76,5,39,71,74,2,0,0
61341,76,5,39,73,81,2,0,0
61343,32,5,34,69,76,21,1,1
61344,27,5,27,93,86,4,1,0
61345,14,5,15,65,78,16,0,1
61346,76,5,39,69,80,5,0,0
61346,76,5,38,80,80,5,0,0
61347,17,5,16,49,63,65,1,1
61348,31,5,31,89,90,3,1,1
61349,34,5,34,66,72,34,1,1
61350,28,5,28,71,79,20,0,1
61351,19,5,19,68,81,26,1,1
61363,27,5,27,70,79,22,0,0
61364,70,5,38,70,77,0,0,0
61364,70,5,32,70,82,0,0,0
61365,20,5,20,50,62,60,1,1